encoding_ratio,ratio,mse,ssim_index
0.06760204081632654,0.06568877551020408,38.05994897959184,0.6333932361008535
0.06600765306122448,0.06409438775510204,31.994897959183675,0.731509697117409
0.062021683673469385,0.06010841836734694,15.822704081632653,0.833629167372603
0.0664859693877551,0.06457270408163265,32.59438775510204,0.8172642447231723
0.06696428571428571,0.06505102040816327,38.71045918367347,0.7725399420629142
0.06457270408163265,0.06265943877551021,26.691326530612244,0.7865879868886979
0.06505102040816327,0.06313775510204081,31.1734693877551,0.8084696012478465
0.06983418367346939,0.06792091836734694,50.202806122448976,0.6837548473556468
0.06680484693877552,0.06489158163265306,33.516581632653065,0.6307164249254772
0.06808035714285714,0.06616709183673469,37.14795918367347,0.7609979336497119
0.06712372448979592,0.06521045918367346,41.58545918367347,0.7517135034257417
0.0664859693877551,0.06457270408163265,36.045918367346935,0.8270844347407282
0.0664859693877551,0.06457270408163265,31.364795918367346,0.7567054343904857
0.062021683673469385,0.06010841836734694,18.080357142857142,0.8114936483702935
0.06616709183673469,0.06425382653061225,32.82397959183673,0.6454743218216932
0.0663265306122449,0.06441326530612244,31.04719387755102,0.8172965571469674
0.062021683673469385,0.06010841836734694,26.146683673469386,0.6978172132687609
0.06536989795918367,0.06345663265306123,30.68622448979592,0.7951507073558876
0.06584821428571429,0.06393494897959184,32.7219387755102,0.8011321193647025
0.06839923469387756,0.0664859693877551,39.66581632653061,0.7433169646190587
0.06568877551020408,0.06377551020408163,32.744897959183675,0.6927559122782194
0.0625,0.06058673469387755,23.677295918367346,0.7501925123176723
0.06792091836734694,0.06600765306122448,40.25892857142857,0.6909421905783445
0.06297831632653061,0.06106505102040816,21.918367346938776,0.82633979492963
0.06680484693877552,0.06489158163265306,32.41454081632653,0.7787234031447128
0.06441326530612244,0.0625,30.339285714285715,0.7637153602292726
0.06696428571428571,0.06505102040816327,34.80102040816327,0.7942927932607857
0.06441326530612244,0.0625,27.881377551020407,0.6575010126719363
0.06871811224489796,0.06680484693877552,37.253826530612244,0.5880366370485622
0.06696428571428571,0.06505102040816327,37.59183673469388,0.7002686070515192
0.062181122448979595,0.060267857142857144,21.18622448979592,0.766507279357401
0.06568877551020408,0.06377551020408163,31.21938775510204,0.7661746278231717
0.06776147959183673,0.06584821428571429,41.22704081632653,0.6959950420450124
0.06728316326530612,0.06536989795918367,34.985969387755105,0.7964810459675893
0.06839923469387756,0.0664859693877551,39.75,0.7376657506032818
0.06584821428571429,0.06393494897959184,32.11479591836735,0.7655937475574551
0.06696428571428571,0.06505102040816327,35.223214285714285,0.7558483788660975
0.06808035714285714,0.06616709183673469,36.13265306122449,0.7291902908785819
0.06505102040816327,0.06313775510204081,31.683673469387756,0.7214535521840978
0.06568877551020408,0.06377551020408163,33.746173469387756,0.712458591621909
0.06664540816326531,0.06473214285714286,34.952806122448976,0.6709446523417185
0.06552933673469388,0.06361607142857142,32.20663265306123,0.7920437549979592
0.06393494897959184,0.062021683673469385,23.4859693877551,0.8073439175004384
0.06505102040816327,0.06313775510204081,26.78061224489796,0.7262443067193491
0.07047193877551021,0.06855867346938775,48.08290816326531,0.6712792126493905
0.06377551020408163,0.06186224489795918,27.68877551020408,0.7478102525023649
0.06521045918367346,0.06329719387755102,26.803571428571427,0.7971356952431218
0.06712372448979592,0.06521045918367346,33.660714285714285,0.7438570160726067
0.06584821428571429,0.06393494897959184,27.510204081632654,0.7865037372598745
0.0664859693877551,0.06457270408163265,37.50637755102041,0.7231902859006424
0.06536989795918367,0.06345663265306123,35.02423469387755,0.7242699008199389
0.06425382653061225,0.0623405612244898,28.784438775510203,0.7315242319370345
0.06664540816326531,0.06473214285714286,34.441326530612244,0.7167827285928926
0.06170280612244898,0.05978954081632653,19.10969387755102,0.8129598955462911
0.0664859693877551,0.06457270408163265,31.03061224489796,0.7273589453803966
0.06441326530612244,0.0625,25.700255102040817,0.8078830028558605
0.06760204081632654,0.06568877551020408,39.526785714285715,0.7899672668485914
0.06680484693877552,0.06489158163265306,34.827806122448976,0.789835816423747
0.06664540816326531,0.06473214285714286,34.82525510204081,0.7777887779174727
0.06521045918367346,0.06329719387755102,28.228316326530614,0.7346153153264546
0.06744260204081633,0.06552933673469388,35.566326530612244,0.6487874936090458
0.06680484693877552,0.06489158163265306,39.25127551020408,0.6292183025328734
0.06728316326530612,0.06536989795918367,38.44387755102041,0.7329788965257988
0.06728316326530612,0.06536989795918367,31.705357142857142,0.7381018342693147
0.06728316326530612,0.06536989795918367,35.7780612244898,0.7268244269292279
0.06808035714285714,0.06616709183673469,44.14540816326531,0.6802162581415854
0.06584821428571429,0.06393494897959184,29.006377551020407,0.799833674010838
0.06744260204081633,0.06552933673469388,33.42857142857143,0.802034910081684
0.06489158163265306,0.06297831632653061,34.89413265306123,0.7319247618195345
0.06425382653061225,0.0623405612244898,29.64030612244898,0.8036927913354732
0.06887755102040816,0.06696428571428571,42.50127551020408,0.7394950076690957
0.0664859693877551,0.06457270408163265,35.60204081632653,0.7901643307329561
0.06505102040816327,0.06313775510204081,31.863520408163264,0.7257293417360033
0.06744260204081633,0.06552933673469388,41.515306122448976,0.6866197914610608
0.06744260204081633,0.06552933673469388,37.72576530612245,0.7086185253633146
0.06808035714285714,0.06616709183673469,38.89795918367347,0.722220913802191
0.06744260204081633,0.06552933673469388,40.838010204081634,0.7260049148635238
0.060427295918367346,0.058514030612244895,16.445153061224488,0.8323368884409243
0.062021683673469385,0.06010841836734694,19.534438775510203,0.7854615953627476
0.06664540816326531,0.06473214285714286,33.672193877551024,0.7509346299528914
0.062181122448979595,0.060267857142857144,19.553571428571427,0.7345604528028891
0.06696428571428571,0.06505102040816327,36.23979591836735,0.7260360477594462
0.06951530612244898,0.06760204081632654,36.28954081632653,0.7517370894718477
0.06473214285714286,0.0628188775510204,29.067602040816325,0.8443288037968495
0.06552933673469388,0.06361607142857142,33.08545918367347,0.7063527294196514
0.06552933673469388,0.06361607142857142,31.743622448979593,0.6543329249691445
0.06680484693877552,0.06489158163265306,33.05612244897959,0.6876961376061792
0.06090561224489796,0.05899234693877551,21.716836734693878,0.7783577333453753
0.06536989795918367,0.06345663265306123,29.56122448979592,0.7853936624496282
0.06521045918367346,0.06329719387755102,31.994897959183675,0.7259136410999262
0.06696428571428571,0.06505102040816327,36.04974489795919,0.6517041552008315
0.06696428571428571,0.06505102040816327,34.56887755102041,0.7183096450487422
0.06584821428571429,0.06393494897959184,27.98341836734694,0.7709801201217477
0.06329719387755102,0.06138392857142857,20.20280612244898,0.84810422938193
0.06521045918367346,0.06329719387755102,31.441326530612244,0.7967398447911704
0.06839923469387756,0.0664859693877551,38.5280612244898,0.7772756094922305
0.06425382653061225,0.0623405612244898,27.205357142857142,0.82738952385487
0.06680484693877552,0.06489158163265306,31.756377551020407,0.850428836257719
0.06760204081632654,0.06568877551020408,38.26275510204081,0.6556760784302347
0.06696428571428571,0.06505102040816327,39.83290816326531,0.7024009332112218
0.06568877551020408,0.06377551020408163,33.705357142857146,0.7300827735353611
0.06489158163265306,0.06297831632653061,24.846938775510203,0.8073347207893975
0.06760204081632654,0.06568877551020408,33.785714285714285,0.720154709976078
0.06377551020408163,0.06186224489795918,24.184948979591837,0.765438694883881
0.06584821428571429,0.06393494897959184,33.233418367346935,0.704597525247747
0.06792091836734694,0.06600765306122448,41.80994897959184,0.6858171962890552
0.06600765306122448,0.06409438775510204,33.17729591836735,0.7661261970062806
0.06616709183673469,0.06425382653061225,31.724489795918366,0.7223981640892627
0.06664540816326531,0.06473214285714286,35.67729591836735,0.7546549774719002
0.0663265306122449,0.06441326530612244,33.32015306122449,0.8154829030663352
0.06680484693877552,0.06489158163265306,36.59438775510204,0.726816564879584
0.06552933673469388,0.06361607142857142,33.73979591836735,0.7670669540266989
0.06313775510204081,0.061224489795918366,23.755102040816325,0.7653720470891956
0.06489158163265306,0.06297831632653061,28.369897959183675,0.813053892002409
0.06680484693877552,0.06489158163265306,36.151785714285715,0.7664878502434269
